Focal_region,In_or_out,movement,total
"King County, Washington","Randall County, Texas",MOVEDOUT,51
"King County, Washington","Rockwall County, Texas",MOVEDIN,6
"King County, Washington","Rockwall County, Texas",MOVEDOUT,23
"King County, Washington","Tarrant County, Texas",MOVEDIN,766
"King County, Washington","Tarrant County, Texas",MOVEDOUT,89
"King County, Washington","Terry County, Texas",MOVEDIN,0
"King County, Washington","Terry County, Texas",MOVEDOUT,24
"King County, Washington","Titus County, Texas",MOVEDIN,0
"King County, Washington","Titus County, Texas",MOVEDOUT,15
"King County, Washington","Travis County, Texas",MOVEDIN,836
"King County, Washington","Travis County, Texas",MOVEDOUT,594
"King County, Washington","Val Verde County, Texas",MOVEDIN,0
"King County, Washington","Val Verde County, Texas",MOVEDOUT,8
"King County, Washington","Walker County, Texas",MOVEDIN,8
"King County, Washington","Walker County, Texas",MOVEDOUT,0
"King County, Washington","Webb County, Texas",MOVEDIN,19
"King County, Washington","Webb County, Texas",MOVEDOUT,0
"King County, Washington","Wichita County, Texas",MOVEDIN,0
"King County, Washington","Wichita County, Texas",MOVEDOUT,2
"King County, Washington","Williamson County, Texas",MOVEDIN,210
"King County, Washington","Williamson County, Texas",MOVEDOUT,168
"King County, Washington","Wilson County, Texas",MOVEDIN,17
"King County, Washington","Wilson County, Texas",MOVEDOUT,0
"King County, Washington","Wise County, Texas",MOVEDIN,10
"King County, Washington","Wise County, Texas",MOVEDOUT,0
"King County, Washington","Box Elder County, Utah",MOVEDIN,119
"King County, Washington","Box Elder County, Utah",MOVEDOUT,10
"King County, Washington","Cache County, Utah",MOVEDIN,17
"King County, Washington","Cache County, Utah",MOVEDOUT,30
"King County, Washington","Davis County, Utah",MOVEDIN,112
"King County, Washington","Davis County, Utah",MOVEDOUT,209
"King County, Washington","Grand County, Utah",MOVEDIN,0
"King County, Washington","Grand County, Utah",MOVEDOUT,3
"King County, Washington","Salt Lake County, Utah",MOVEDIN,820
"King County, Washington","Salt Lake County, Utah",MOVEDOUT,947
"King County, Washington","San Juan County, Utah",MOVEDIN,0
"King County, Washington","San Juan County, Utah",MOVEDOUT,10
"King County, Washington","Sanpete County, Utah",MOVEDIN,55
"King County, Washington","Sanpete County, Utah",MOVEDOUT,0
"King County, Washington","Summit County, Utah",MOVEDIN,106
"King County, Washington","Summit County, Utah",MOVEDOUT,35
"King County, Washington","Tooele County, Utah",MOVEDIN,0
"King County, Washington","Tooele County, Utah",MOVEDOUT,11
"King County, Washington","Utah County, Utah",MOVEDIN,447
"King County, Washington","Utah County, Utah",MOVEDOUT,474
"King County, Washington","Wasatch County, Utah",MOVEDIN,0
"King County, Washington","Wasatch County, Utah",MOVEDOUT,9
"King County, Washington","Washington County, Utah",MOVEDIN,50
"King County, Washington","Washington County, Utah",MOVEDOUT,75
"King County, Washington","Weber County, Utah",MOVEDIN,23
"King County, Washington","Weber County, Utah",MOVEDOUT,59
"King County, Washington","Addison County, Vermont",MOVEDIN,0
"King County, Washington","Addison County, Vermont",MOVEDOUT,33
"King County, Washington","Bennington County, Vermont",MOVEDIN,31
"King County, Washington","Bennington County, Vermont",MOVEDOUT,0
"King County, Washington","Caledonia County, Vermont",MOVEDIN,0
"King County, Washington","Caledonia County, Vermont",MOVEDOUT,71
"King County, Washington","Chittenden County, Vermont",MOVEDIN,60
"King County, Washington","Chittenden County, Vermont",MOVEDOUT,16
"King County, Washington","Franklin County, Vermont",MOVEDIN,0
"King County, Washington","Franklin County, Vermont",MOVEDOUT,11
"King County, Washington","Orange County, Vermont",MOVEDIN,10
"King County, Washington","Orange County, Vermont",MOVEDOUT,0
"King County, Washington","Orleans County, Vermont",MOVEDIN,0
"King County, Washington","Orleans County, Vermont",MOVEDOUT,3
"King County, Washington","Washington County, Vermont",MOVEDIN,37
"King County, Washington","Washington County, Vermont",MOVEDOUT,0
"King County, Washington","Windham County, Vermont",MOVEDIN,11
"King County, Washington","Windham County, Vermont",MOVEDOUT,42
"King County, Washington","Windsor County, Vermont",MOVEDIN,0
"King County, Washington","Windsor County, Vermont",MOVEDOUT,5
"King County, Washington","Albemarle County, Virginia",MOVEDIN,35
"King County, Washington","Albemarle County, Virginia",MOVEDOUT,27
"King County, Washington","Arlington County, Virginia",MOVEDIN,258
"King County, Washington","Arlington County, Virginia",MOVEDOUT,35
"King County, Washington","Bedford County, Virginia",MOVEDIN,0
"King County, Washington","Bedford County, Virginia",MOVEDOUT,62
"King County, Washington","Caroline County, Virginia",MOVEDIN,7
"King County, Washington","Caroline County, Virginia",MOVEDOUT,24
"King County, Washington","Chesterfield County, Virginia",MOVEDIN,30
"King County, Washington","Chesterfield County, Virginia",MOVEDOUT,0
"King County, Washington","Culpeper County, Virginia",MOVEDIN,0
"King County, Washington","Culpeper County, Virginia",MOVEDOUT,3
"King County, Washington","Fairfax County, Virginia",MOVEDIN,348
"King County, Washington","Fairfax County, Virginia",MOVEDOUT,129
"King County, Washington","Fauquier County, Virginia",MOVEDIN,0
"King County, Washington","Fauquier County, Virginia",MOVEDOUT,1
"King County, Washington","Goochland County, Virginia",MOVEDIN,0
"King County, Washington","Goochland County, Virginia",MOVEDOUT,2
"King County, Washington","Henrico County, Virginia",MOVEDIN,15
"King County, Washington","Henrico County, Virginia",MOVEDOUT,0
"King County, Washington","Loudoun County, Virginia",MOVEDIN,171
"King County, Washington","Loudoun County, Virginia",MOVEDOUT,81
"King County, Washington","Louisa County, Virginia",MOVEDIN,63
"King County, Washington","Louisa County, Virginia",MOVEDOUT,23
"King County, Washington","Montgomery County, Virginia",MOVEDIN,71
"King County, Washington","Montgomery County, Virginia",MOVEDOUT,0
"King County, Washington","Prince William County, Virginia",MOVEDIN,102
"King County, Washington","Prince William County, Virginia",MOVEDOUT,60
"King County, Washington","Smyth County, Virginia",MOVEDIN,5
"King County, Washington","Smyth County, Virginia",MOVEDOUT,0
"King County, Washington","York County, Virginia",MOVEDIN,0
"King County, Washington","York County, Virginia",MOVEDOUT,74
"King County, Washington","Alexandria city, Virginia",MOVEDIN,167
"King County, Washington","Alexandria city, Virginia",MOVEDOUT,79
"King County, Washington","Charlottesville city, Virginia",MOVEDIN,94
"King County, Washington","Charlottesville city, Virginia",MOVEDOUT,8
"King County, Washington","Chesapeake city, Virginia",MOVEDIN,8
"King County, Washington","Chesapeake city, Virginia",MOVEDOUT,0
"King County, Washington","Fairfax city, Virginia",MOVEDIN,0
"King County, Washington","Fairfax city, Virginia",MOVEDOUT,27
"King County, Washington","Hampton city, Virginia",MOVEDIN,38
"King County, Washington","Hampton city, Virginia",MOVEDOUT,14
"King County, Washington","Hopewell city, Virginia",MOVEDIN,12
"King County, Washington","Hopewell city, Virginia",MOVEDOUT,0
"King County, Washington","Manassas city, Virginia",MOVEDIN,22
"King County, Washington","Manassas city, Virginia",MOVEDOUT,0
"King County, Washington","Newport News city, Virginia",MOVEDIN,23
"King County, Washington","Newport News city, Virginia",MOVEDOUT,9
"King County, Washington","Norfolk city, Virginia",MOVEDIN,14
"King County, Washington","Norfolk city, Virginia",MOVEDOUT,89
"King County, Washington","Petersburg city, Virginia",MOVEDIN,20
"King County, Washington","Petersburg city, Virginia",MOVEDOUT,12
"King County, Washington","Richmond city, Virginia",MOVEDIN,43
"King County, Washington","Richmond city, Virginia",MOVEDOUT,28
"King County, Washington","Roanoke city, Virginia",MOVEDIN,0
"King County, Washington","Roanoke city, Virginia",MOVEDOUT,48
"King County, Washington","Staunton city, Virginia",MOVEDIN,10
"King County, Washington","Staunton city, Virginia",MOVEDOUT,0
"King County, Washington","Virginia Beach city, Virginia",MOVEDIN,60
"King County, Washington","Virginia Beach city, Virginia",MOVEDOUT,82
"King County, Washington","Williamsburg city, Virginia",MOVEDIN,11
"King County, Washington","Williamsburg city, Virginia",MOVEDOUT,0
"King County, Washington","Adams County, Washington",MOVEDIN,202
"King County, Washington","Adams County, Washington",MOVEDOUT,63
"King County, Washington","Asotin County, Washington",MOVEDIN,7
"King County, Washington","Asotin County, Washington",MOVEDOUT,0
"King County, Washington","Benton County, Washington",MOVEDIN,830
"King County, Washington","Benton County, Washington",MOVEDOUT,487
"King County, Washington","Chelan County, Washington",MOVEDIN,484
"King County, Washington","Chelan County, Washington",MOVEDOUT,442
"King County, Washington","Clallam County, Washington",MOVEDIN,185
"King County, Washington","Clallam County, Washington",MOVEDOUT,461
"King County, Washington","Clark County, Washington",MOVEDIN,1933
"King County, Washington","Clark County, Washington",MOVEDOUT,1031
"King County, Washington","Columbia County, Washington",MOVEDIN,4
"King County, Washington","Columbia County, Washington",MOVEDOUT,0
"King County, Washington","Cowlitz County, Washington",MOVEDIN,747
"King County, Washington","Cowlitz County, Washington",MOVEDOUT,55
"King County, Washington","Douglas County, Washington",MOVEDIN,230
"King County, Washington","Douglas County, Washington",MOVEDOUT,73
"King County, Washington","Ferry County, Washington",MOVEDIN,41
"King County, Washington","Ferry County, Washington",MOVEDOUT,9
"King County, Washington","Franklin County, Washington",MOVEDIN,513
"King County, Washington","Franklin County, Washington",MOVEDOUT,319
"King County, Washington","Garfield County, Washington",MOVEDIN,0
"King County, Washington","Garfield County, Washington",MOVEDOUT,13
"King County, Washington","Grant County, Washington",MOVEDIN,250
"King County, Washington","Grant County, Washington",MOVEDOUT,231
"King County, Washington","Grays Harbor County, Washington",MOVEDIN,201
"King County, Washington","Grays Harbor County, Washington",MOVEDOUT,351
"King County, Washington","Island County, Washington",MOVEDIN,716
"King County, Washington","Island County, Washington",MOVEDOUT,688
"King County, Washington","Jefferson County, Washington",MOVEDIN,148
"King County, Washington","Jefferson County, Washington",MOVEDOUT,236
"King County, Washington","Kitsap County, Washington",MOVEDIN,1965
"King County, Washington","Kitsap County, Washington",MOVEDOUT,2809
"King County, Washington","Kittitas County, Washington",MOVEDIN,725
"King County, Washington","Kittitas County, Washington",MOVEDOUT,1546
"King County, Washington","Klickitat County, Washington",MOVEDIN,3
"King County, Washington","Klickitat County, Washington",MOVEDOUT,93
"King County, Washington","Lewis County, Washington",MOVEDIN,126
"King County, Washington","Lewis County, Washington",MOVEDOUT,275
"King County, Washington","Lincoln County, Washington",MOVEDIN,0
"King County, Washington","Lincoln County, Washington",MOVEDOUT,14
"King County, Washington","Mason County, Washington",MOVEDIN,282
"King County, Washington","Mason County, Washington",MOVEDOUT,562
"King County, Washington","Okanogan County, Washington",MOVEDIN,118
"King County, Washington","Okanogan County, Washington",MOVEDOUT,529
"King County, Washington","Pacific County, Washington",MOVEDIN,137
"King County, Washington","Pacific County, Washington",MOVEDOUT,138
"King County, Washington","Pend Oreille County, Washington",MOVEDIN,17
"King County, Washington","Pend Oreille County, Washington",MOVEDOUT,0
"King County, Washington","Pierce County, Washington",MOVEDIN,10643
"King County, Washington","Pierce County, Washington",MOVEDOUT,17886
"King County, Washington","San Juan County, Washington",MOVEDIN,188
"King County, Washington","San Juan County, Washington",MOVEDOUT,155
"King County, Washington","Skagit County, Washington",MOVEDIN,487
"King County, Washington","Skagit County, Washington",MOVEDOUT,879
"King County, Washington","Skamania County, Washington",MOVEDIN,9
"King County, Washington","Skamania County, Washington",MOVEDOUT,0
"King County, Washington","Snohomish County, Washington",MOVEDIN,12606
"King County, Washington","Snohomish County, Washington",MOVEDOUT,18776
"King County, Washington","Spokane County, Washington",MOVEDIN,1756
"King County, Washington","Spokane County, Washington",MOVEDOUT,2176
"King County, Washington","Stevens County, Washington",MOVEDIN,64
"King County, Washington","Stevens County, Washington",MOVEDOUT,50
"King County, Washington","Thurston County, Washington",MOVEDIN,1689
"King County, Washington","Thurston County, Washington",MOVEDOUT,1825
"King County, Washington","Wahkiakum County, Washington",MOVEDIN,7
"King County, Washington","Wahkiakum County, Washington",MOVEDOUT,6
"King County, Washington","Walla Walla County, Washington",MOVEDIN,165
"King County, Washington","Walla Walla County, Washington",MOVEDOUT,660
"King County, Washington","Whatcom County, Washington",MOVEDIN,1420
"King County, Washington","Whatcom County, Washington",MOVEDOUT,2194
"King County, Washington","Whitman County, Washington",MOVEDIN,633
"King County, Washington","Whitman County, Washington",MOVEDOUT,1730
"King County, Washington","Yakima County, Washington",MOVEDIN,777
"King County, Washington","Yakima County, Washington",MOVEDOUT,760
"King County, Washington","Cabell County, West Virginia",MOVEDIN,0
"King County, Washington","Cabell County, West Virginia",MOVEDOUT,19
"King County, Washington","Kanawha County, West Virginia",MOVEDIN,134
"King County, Washington","Kanawha County, West Virginia",MOVEDOUT,0
"King County, Washington","Monongalia County, West Virginia",MOVEDIN,23
"King County, Washington","Monongalia County, West Virginia",MOVEDOUT,58
"King County, Washington","Preston County, West Virginia",MOVEDIN,0
"King County, Washington","Preston County, West Virginia",MOVEDOUT,3
"King County, Washington","Barron County, Wisconsin",MOVEDIN,0
"King County, Washington","Barron County, Wisconsin",MOVEDOUT,15
"King County, Washington","Brown County, Wisconsin",MOVEDIN,28
"King County, Washington","Brown County, Wisconsin",MOVEDOUT,29
"King County, Washington","Buffalo County, Wisconsin",MOVEDIN,0
"King County, Washington","Buffalo County, Wisconsin",MOVEDOUT,1
"King County, Washington","Chippewa County, Wisconsin",MOVEDIN,86
"King County, Washington","Chippewa County, Wisconsin",MOVEDOUT,0
"King County, Washington","Crawford County, Wisconsin",MOVEDIN,0
"King County, Washington","Crawford County, Wisconsin",MOVEDOUT,7
"King County, Washington","Dane County, Wisconsin",MOVEDIN,372
"King County, Washington","Dane County, Wisconsin",MOVEDOUT,94
"King County, Washington","Door County, Wisconsin",MOVEDIN,0
"King County, Washington","Door County, Wisconsin",MOVEDOUT,4
"King County, Washington","Dunn County, Wisconsin",MOVEDIN,4
"King County, Washington","Dunn County, Wisconsin",MOVEDOUT,0
"King County, Washington","La Crosse County, Wisconsin",MOVEDIN,50
"King County, Washington","La Crosse County, Wisconsin",MOVEDOUT,11
"King County, Washington","Lafayette County, Wisconsin",MOVEDIN,0
"King County, Washington","Lafayette County, Wisconsin",MOVEDOUT,2
"King County, Washington","Manitowoc County, Wisconsin",MOVEDIN,9
"King County, Washington","Manitowoc County, Wisconsin",MOVEDOUT,0
"King County, Washington","Marathon County, Wisconsin",MOVEDIN,10
"King County, Washington","Marathon County, Wisconsin",MOVEDOUT,7
"King County, Washington","Milwaukee County, Wisconsin",MOVEDIN,223
"King County, Washington","Milwaukee County, Wisconsin",MOVEDOUT,231
"King County, Washington","Monroe County, Wisconsin",MOVEDIN,63
"King County, Washington","Monroe County, Wisconsin",MOVEDOUT,0
"King County, Washington","Ozaukee County, Wisconsin",MOVEDIN,22
"King County, Washington","Ozaukee County, Wisconsin",MOVEDOUT,0
"King County, Washington","Pepin County, Wisconsin",MOVEDIN,0
"King County, Washington","Pepin County, Wisconsin",MOVEDOUT,6
"King County, Washington","Portage County, Wisconsin",MOVEDIN,74
"King County, Washington","Portage County, Wisconsin",MOVEDOUT,0
"King County, Washington","Racine County, Wisconsin",MOVEDIN,9
"King County, Washington","Racine County, Wisconsin",MOVEDOUT,5
"King County, Washington","Sheboygan County, Wisconsin",MOVEDIN,5
"King County, Washington","Sheboygan County, Wisconsin",MOVEDOUT,0
"King County, Washington","Washington County, Wisconsin",MOVEDIN,27
"King County, Washington","Washington County, Wisconsin",MOVEDOUT,0
"King County, Washington","Waukesha County, Wisconsin",MOVEDIN,170
"King County, Washington","Waukesha County, Wisconsin",MOVEDOUT,52
"King County, Washington","Waushara County, Wisconsin",MOVEDIN,0
"King County, Washington","Waushara County, Wisconsin",MOVEDOUT,5
"King County, Washington","Wood County, Wisconsin",MOVEDIN,0
"King County, Washington","Wood County, Wisconsin",MOVEDOUT,2
"King County, Washington","Albany County, Wyoming",MOVEDIN,101
"King County, Washington","Albany County, Wyoming",MOVEDOUT,50
"King County, Washington","Fremont County, Wyoming",MOVEDIN,0
"King County, Washington","Fremont County, Wyoming",MOVEDOUT,3
"King County, Washington","Laramie County, Wyoming",MOVEDIN,0
"King County, Washington","Laramie County, Wyoming",MOVEDOUT,72
"King County, Washington","Natrona County, Wyoming",MOVEDIN,47
"King County, Washington","Natrona County, Wyoming",MOVEDOUT,52
"King County, Washington","Sheridan County, Wyoming",MOVEDIN,50
"King County, Washington","Sheridan County, Wyoming",MOVEDOUT,13
"King County, Washington","Sweetwater County, Wyoming",MOVEDIN,0
"King County, Washington","Sweetwater County, Wyoming",MOVEDOUT,32
"King County, Washington","Teton County, Wyoming",MOVEDIN,30
"King County, Washington","Teton County, Wyoming",MOVEDOUT,0
"King County, Washington","Juana Díaz Municipio, Puerto Rico",MOVEDIN,17
"King County, Washington","Juana Díaz Municipio, Puerto Rico",MOVEDOUT,39
"King County, Washington","San Juan Municipio, Puerto Rico",MOVEDIN,103
"King County, Washington","San Juan Municipio, Puerto Rico",MOVEDOUT,69
"King County, Washington","Darien town, Fairfield County, Connecticut",MOVEDIN,0
"King County, Washington","Darien town, Fairfield County, Connecticut",MOVEDOUT,8
"King County, Washington","Fairfield town, Fairfield County, Connecticut",MOVEDIN,15
"King County, Washington","Fairfield town, Fairfield County, Connecticut",MOVEDOUT,0
"King County, Washington","Greenwich town, Fairfield County, Connecticut",MOVEDIN,36
"King County, Washington","Greenwich town, Fairfield County, Connecticut",MOVEDOUT,0
"King County, Washington","Monroe town, Fairfield County, Connecticut",MOVEDIN,2
"King County, Washington","Monroe town, Fairfield County, Connecticut",MOVEDOUT,0
"King County, Washington","Newtown town, Fairfield County, Connecticut",MOVEDIN,52
"King County, Washington","Newtown town, Fairfield County, Connecticut",MOVEDOUT,0
"King County, Washington","Norwalk town, Fairfield County, Connecticut",MOVEDIN,34
"King County, Washington","Norwalk town, Fairfield County, Connecticut",MOVEDOUT,0
"King County, Washington","Stamford town, Fairfield County, Connecticut",MOVEDIN,31
"King County, Washington","Stamford town, Fairfield County, Connecticut",MOVEDOUT,42
"King County, Washington","Bristol town, Hartford County, Connecticut",MOVEDIN,0
"King County, Washington","Bristol town, Hartford County, Connecticut",MOVEDOUT,29
"King County, Washington","Manchester town, Hartford County, Connecticut",MOVEDIN,54
"King County, Washington","Manchester town, Hartford County, Connecticut",MOVEDOUT,0
"King County, Washington","Simsbury town, Hartford County, Connecticut",MOVEDIN,10
"King County, Washington","Simsbury town, Hartford County, Connecticut",MOVEDOUT,9
"King County, Washington","South Windsor town, Hartford County, Connecticut",MOVEDIN,0
"King County, Washington","South Windsor town, Hartford County, Connecticut",MOVEDOUT,36
"King County, Washington","Wethersfield town, Hartford County, Connecticut",MOVEDIN,0
"King County, Washington","Wethersfield town, Hartford County, Connecticut",MOVEDOUT,14
"King County, Washington","Windsor town, Hartford County, Connecticut",MOVEDIN,0
"King County, Washington","Windsor town, Hartford County, Connecticut",MOVEDOUT,11
"King County, Washington","Goshen town, Litchfield County, Connecticut",MOVEDIN,52
"King County, Washington","Goshen town, Litchfield County, Connecticut",MOVEDOUT,0
"King County, Washington","Torrington town, Litchfield County, Connecticut",MOVEDIN,0
"King County, Washington","Torrington town, Litchfield County, Connecticut",MOVEDOUT,16
"King County, Washington","Clinton town, Middlesex County, Connecticut",MOVEDIN,27
"King County, Washington","Clinton town, Middlesex County, Connecticut",MOVEDOUT,0
"King County, Washington","East Haddam town, Middlesex County, Connecticut",MOVEDIN,9
"King County, Washington","East Haddam town, Middlesex County, Connecticut",MOVEDOUT,0
"King County, Washington","Middlefield town, Middlesex County, Connecticut",MOVEDIN,0
"King County, Washington","Middlefield town, Middlesex County, Connecticut",MOVEDOUT,8
"King County, Washington","Guilford town, New Haven County, Connecticut",MOVEDIN,9
"King County, Washington","Guilford town, New Haven County, Connecticut",MOVEDOUT,9
"King County, Washington","Hamden town, New Haven County, Connecticut",MOVEDIN,0
"King County, Washington","Hamden town, New Haven County, Connecticut",MOVEDOUT,13
"King County, Washington","Milford town, New Haven County, Connecticut",MOVEDIN,44
"King County, Washington","Milford town, New Haven County, Connecticut",MOVEDOUT,38
"King County, Washington","New Haven town, New Haven County, Connecticut",MOVEDIN,22
"King County, Washington","New Haven town, New Haven County, Connecticut",MOVEDOUT,46
"King County, Washington","Woodbridge town, New Haven County, Connecticut",MOVEDIN,0
"King County, Washington","Woodbridge town, New Haven County, Connecticut",MOVEDOUT,10
"King County, Washington","Groton town, New London County, Connecticut",MOVEDIN,0
"King County, Washington","Groton town, New London County, Connecticut",MOVEDOUT,9
"King County, Washington","New London town, New London County, Connecticut",MOVEDIN,0
"King County, Washington","New London town, New London County, Connecticut",MOVEDOUT,4
"King County, Washington","Stafford town, Tolland County, Connecticut",MOVEDIN,0
"King County, Washington","Stafford town, Tolland County, Connecticut",MOVEDOUT,31
"King County, Washington","Vernon town, Tolland County, Connecticut",MOVEDIN,0
"King County, Washington","Vernon town, Tolland County, Connecticut",MOVEDOUT,8
"King County, Washington","Caribou city, Aroostook County, Maine",MOVEDIN,0
"King County, Washington","Caribou city, Aroostook County, Maine",MOVEDOUT,9
"King County, Washington","Portland city, Cumberland County, Maine",MOVEDIN,15
"King County, Washington","Portland city, Cumberland County, Maine",MOVEDOUT,0
"King County, Washington","South Portland city, Cumberland County, Maine",MOVEDIN,21
"King County, Washington","South Portland city, Cumberland County, Maine",MOVEDOUT,0
"King County, Washington","Westbrook city, Cumberland County, Maine",MOVEDIN,71
"King County, Washington","Westbrook city, Cumberland County, Maine",MOVEDOUT,0
"King County, Washington","Carrabassett Valley town, Franklin County, Maine",MOVEDIN,0
"King County, Washington","Carrabassett Valley town, Franklin County, Maine",MOVEDOUT,4
"King County, Washington","Southwest Harbor town, Hancock County, Maine",MOVEDIN,0
"King County, Washington","Southwest Harbor town, Hancock County, Maine",MOVEDOUT,1
"King County, Washington","Waterville city, Kennebec County, Maine",MOVEDIN,0
"King County, Washington","Waterville city, Kennebec County, Maine",MOVEDOUT,3
"King County, Washington","Levant town, Penobscot County, Maine",MOVEDIN,8
"King County, Washington","Levant town, Penobscot County, Maine",MOVEDOUT,0
"King County, Washington","Topsham town, Sagadahoc County, Maine",MOVEDIN,0
"King County, Washington","Topsham town, Sagadahoc County, Maine",MOVEDOUT,31
"King County, Washington","Belfast city, Waldo County, Maine",MOVEDIN,0
"King County, Washington","Belfast city, Waldo County, Maine",MOVEDOUT,15
"King County, Washington","Troy town, Waldo County, Maine",MOVEDIN,0
"King County, Washington","Troy town, Waldo County, Maine",MOVEDOUT,9
"King County, Washington","Kittery town, York County, Maine",MOVEDIN,0
"King County, Washington","Kittery town, York County, Maine",MOVEDOUT,51
"King County, Washington","Saco city, York County, Maine",MOVEDIN,7
"King County, Washington","Saco city, York County, Maine",MOVEDOUT,0
"King County, Washington","Bourne town, Barnstable County, Massachusetts",MOVEDIN,0
"King County, Washington","Bourne town, Barnstable County, Massachusetts",MOVEDOUT,9
"King County, Washington","Falmouth town, Barnstable County, Massachusetts",MOVEDIN,124
"King County, Washington","Falmouth town, Barnstable County, Massachusetts",MOVEDOUT,4
"King County, Washington","Dartmouth town, Bristol County, Massachusetts",MOVEDIN,6
"King County, Washington","Dartmouth town, Bristol County, Massachusetts",MOVEDOUT,0
"King County, Washington","New Bedford city, Bristol County, Massachusetts",MOVEDIN,15
"King County, Washington","New Bedford city, Bristol County, Massachusetts",MOVEDOUT,0
"King County, Washington","Beverly city, Essex County, Massachusetts",MOVEDIN,8
"King County, Washington","Beverly city, Essex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Boxford town, Essex County, Massachusetts",MOVEDIN,0
"King County, Washington","Boxford town, Essex County, Massachusetts",MOVEDOUT,29
"King County, Washington","Lawrence city, Essex County, Massachusetts",MOVEDIN,49
"King County, Washington","Lawrence city, Essex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Lynn city, Essex County, Massachusetts",MOVEDIN,21
"King County, Washington","Lynn city, Essex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Newburyport city, Essex County, Massachusetts",MOVEDIN,6
"King County, Washington","Newburyport city, Essex County, Massachusetts",MOVEDOUT,0
"King County, Washington","North Andover town, Essex County, Massachusetts",MOVEDIN,86
"King County, Washington","North Andover town, Essex County, Massachusetts",MOVEDOUT,49
"King County, Washington","Salem city, Essex County, Massachusetts",MOVEDIN,52
"King County, Washington","Salem city, Essex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Salisbury town, Essex County, Massachusetts",MOVEDIN,0
"King County, Washington","Salisbury town, Essex County, Massachusetts",MOVEDOUT,12
"King County, Washington","Sunderland town, Franklin County, Massachusetts",MOVEDIN,14
"King County, Washington","Sunderland town, Franklin County, Massachusetts",MOVEDOUT,0
"King County, Washington","Holyoke city, Hampden County, Massachusetts",MOVEDIN,0
"King County, Washington","Holyoke city, Hampden County, Massachusetts",MOVEDOUT,12
"King County, Washington","Montgomery town, Hampden County, Massachusetts",MOVEDIN,0
"King County, Washington","Montgomery town, Hampden County, Massachusetts",MOVEDOUT,6
"King County, Washington","Northampton city, Hampshire County, Massachusetts",MOVEDIN,11
"King County, Washington","Northampton city, Hampshire County, Massachusetts",MOVEDOUT,35
"King County, Washington","South Hadley town, Hampshire County, Massachusetts",MOVEDIN,0
"King County, Washington","South Hadley town, Hampshire County, Massachusetts",MOVEDOUT,21
"King County, Washington","Acton town, Middlesex County, Massachusetts",MOVEDIN,55
"King County, Washington","Acton town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Arlington town, Middlesex County, Massachusetts",MOVEDIN,63
"King County, Washington","Arlington town, Middlesex County, Massachusetts",MOVEDOUT,28
"King County, Washington","Belmont town, Middlesex County, Massachusetts",MOVEDIN,0
"King County, Washington","Belmont town, Middlesex County, Massachusetts",MOVEDOUT,9
"King County, Washington","Burlington town, Middlesex County, Massachusetts",MOVEDIN,42
"King County, Washington","Burlington town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Cambridge city, Middlesex County, Massachusetts",MOVEDIN,289
"King County, Washington","Cambridge city, Middlesex County, Massachusetts",MOVEDOUT,55
"King County, Washington","Chelmsford town, Middlesex County, Massachusetts",MOVEDIN,19
"King County, Washington","Chelmsford town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Framingham town, Middlesex County, Massachusetts",MOVEDIN,12
"King County, Washington","Framingham town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Groton town, Middlesex County, Massachusetts",MOVEDIN,19
"King County, Washington","Groton town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Lexington town, Middlesex County, Massachusetts",MOVEDIN,0
"King County, Washington","Lexington town, Middlesex County, Massachusetts",MOVEDOUT,9
"King County, Washington","Lincoln town, Middlesex County, Massachusetts",MOVEDIN,7
"King County, Washington","Lincoln town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Lowell city, Middlesex County, Massachusetts",MOVEDIN,23
"King County, Washington","Lowell city, Middlesex County, Massachusetts",MOVEDOUT,31
"King County, Washington","Malden city, Middlesex County, Massachusetts",MOVEDIN,59
"King County, Washington","Malden city, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Medford city, Middlesex County, Massachusetts",MOVEDIN,0
"King County, Washington","Medford city, Middlesex County, Massachusetts",MOVEDOUT,30
"King County, Washington","Natick town, Middlesex County, Massachusetts",MOVEDIN,54
"King County, Washington","Natick town, Middlesex County, Massachusetts",MOVEDOUT,0
"King County, Washington","Newton city, Middlesex County, Massachusetts",MOVEDIN,150
"King County, Washington","Newton city, Middlesex County, Massachusetts",MOVEDOUT,13
"King County, Washington","Somerville city, Middlesex County, Massachusetts",MOVEDIN,97
"King County, Washington","Somerville city, Middlesex County, Massachusetts",MOVEDOUT,50
"King County, Washington","Waltham city, Middlesex County, Massachusetts",MOVEDIN,0
"King County, Washington","Waltham city, Middlesex County, Massachusetts",MOVEDOUT,29
"King County, Washington","Braintree Town city, Norfolk County, Massachusetts",MOVEDIN,0
"King County, Washington","Braintree Town city, Norfolk County, Massachusetts",MOVEDOUT,34
