Focal_region,In_or_out,movement,total
"King County, Washington","LaSalle County, Illinois",MOVEDOUT,2
"King County, Washington","McHenry County, Illinois",MOVEDIN,0
"King County, Washington","McHenry County, Illinois",MOVEDOUT,7
"King County, Washington","Madison County, Illinois",MOVEDIN,31
"King County, Washington","Madison County, Illinois",MOVEDOUT,0
"King County, Washington","Peoria County, Illinois",MOVEDIN,17
"King County, Washington","Peoria County, Illinois",MOVEDOUT,0
"King County, Washington","Pike County, Illinois",MOVEDIN,14
"King County, Washington","Pike County, Illinois",MOVEDOUT,0
"King County, Washington","Randolph County, Illinois",MOVEDIN,20
"King County, Washington","Randolph County, Illinois",MOVEDOUT,0
"King County, Washington","Rock Island County, Illinois",MOVEDIN,31
"King County, Washington","Rock Island County, Illinois",MOVEDOUT,0
"King County, Washington","St. Clair County, Illinois",MOVEDIN,75
"King County, Washington","St. Clair County, Illinois",MOVEDOUT,0
"King County, Washington","Sangamon County, Illinois",MOVEDIN,18
"King County, Washington","Sangamon County, Illinois",MOVEDOUT,0
"King County, Washington","Vermilion County, Illinois",MOVEDIN,12
"King County, Washington","Vermilion County, Illinois",MOVEDOUT,0
"King County, Washington","Whiteside County, Illinois",MOVEDIN,0
"King County, Washington","Whiteside County, Illinois",MOVEDOUT,12
"King County, Washington","Will County, Illinois",MOVEDIN,92
"King County, Washington","Will County, Illinois",MOVEDOUT,15
"King County, Washington","Winnebago County, Illinois",MOVEDIN,399
"King County, Washington","Winnebago County, Illinois",MOVEDOUT,0
"King County, Washington","Bartholomew County, Indiana",MOVEDIN,0
"King County, Washington","Bartholomew County, Indiana",MOVEDOUT,130
"King County, Washington","DeKalb County, Indiana",MOVEDIN,0
"King County, Washington","DeKalb County, Indiana",MOVEDOUT,12
"King County, Washington","Elkhart County, Indiana",MOVEDIN,22
"King County, Washington","Elkhart County, Indiana",MOVEDOUT,46
"King County, Washington","Hamilton County, Indiana",MOVEDIN,62
"King County, Washington","Hamilton County, Indiana",MOVEDOUT,58
"King County, Washington","Johnson County, Indiana",MOVEDIN,0
"King County, Washington","Johnson County, Indiana",MOVEDOUT,6
"King County, Washington","LaPorte County, Indiana",MOVEDIN,33
"King County, Washington","LaPorte County, Indiana",MOVEDOUT,0
"King County, Washington","Marion County, Indiana",MOVEDIN,54
"King County, Washington","Marion County, Indiana",MOVEDOUT,38
"King County, Washington","Monroe County, Indiana",MOVEDIN,247
"King County, Washington","Monroe County, Indiana",MOVEDOUT,55
"King County, Washington","Montgomery County, Indiana",MOVEDIN,25
"King County, Washington","Montgomery County, Indiana",MOVEDOUT,47
"King County, Washington","Porter County, Indiana",MOVEDIN,11
"King County, Washington","Porter County, Indiana",MOVEDOUT,0
"King County, Washington","Putnam County, Indiana",MOVEDIN,15
"King County, Washington","Putnam County, Indiana",MOVEDOUT,0
"King County, Washington","St. Joseph County, Indiana",MOVEDIN,133
"King County, Washington","St. Joseph County, Indiana",MOVEDOUT,36
"King County, Washington","Tippecanoe County, Indiana",MOVEDIN,101
"King County, Washington","Tippecanoe County, Indiana",MOVEDOUT,52
"King County, Washington","Vanderburgh County, Indiana",MOVEDIN,0
"King County, Washington","Vanderburgh County, Indiana",MOVEDOUT,21
"King County, Washington","Vigo County, Indiana",MOVEDIN,14
"King County, Washington","Vigo County, Indiana",MOVEDOUT,4
"King County, Washington","Warrick County, Indiana",MOVEDIN,14
"King County, Washington","Warrick County, Indiana",MOVEDOUT,0
"King County, Washington","Benton County, Iowa",MOVEDIN,0
"King County, Washington","Benton County, Iowa",MOVEDOUT,14
"King County, Washington","Black Hawk County, Iowa",MOVEDIN,8
"King County, Washington","Black Hawk County, Iowa",MOVEDOUT,0
"King County, Washington","Boone County, Iowa",MOVEDIN,0
"King County, Washington","Boone County, Iowa",MOVEDOUT,64
"King County, Washington","Carroll County, Iowa",MOVEDIN,15
"King County, Washington","Carroll County, Iowa",MOVEDOUT,0
"King County, Washington","Dallas County, Iowa",MOVEDIN,0
"King County, Washington","Dallas County, Iowa",MOVEDOUT,7
"King County, Washington","Decatur County, Iowa",MOVEDIN,0
"King County, Washington","Decatur County, Iowa",MOVEDOUT,4
"King County, Washington","Dubuque County, Iowa",MOVEDIN,53
"King County, Washington","Dubuque County, Iowa",MOVEDOUT,0
"King County, Washington","Franklin County, Iowa",MOVEDIN,3
"King County, Washington","Franklin County, Iowa",MOVEDOUT,0
"King County, Washington","Harrison County, Iowa",MOVEDIN,0
"King County, Washington","Harrison County, Iowa",MOVEDOUT,4
"King County, Washington","Johnson County, Iowa",MOVEDIN,57
"King County, Washington","Johnson County, Iowa",MOVEDOUT,0
"King County, Washington","Linn County, Iowa",MOVEDIN,9
"King County, Washington","Linn County, Iowa",MOVEDOUT,4
"King County, Washington","Mahaska County, Iowa",MOVEDIN,0
"King County, Washington","Mahaska County, Iowa",MOVEDOUT,2
"King County, Washington","Marshall County, Iowa",MOVEDIN,26
"King County, Washington","Marshall County, Iowa",MOVEDOUT,0
"King County, Washington","Polk County, Iowa",MOVEDIN,24
"King County, Washington","Polk County, Iowa",MOVEDOUT,222
"King County, Washington","Pottawattamie County, Iowa",MOVEDIN,7
"King County, Washington","Pottawattamie County, Iowa",MOVEDOUT,7
"King County, Washington","Poweshiek County, Iowa",MOVEDIN,0
"King County, Washington","Poweshiek County, Iowa",MOVEDOUT,4
"King County, Washington","Sioux County, Iowa",MOVEDIN,0
"King County, Washington","Sioux County, Iowa",MOVEDOUT,12
"King County, Washington","Story County, Iowa",MOVEDIN,27
"King County, Washington","Story County, Iowa",MOVEDOUT,0
"King County, Washington","Washington County, Iowa",MOVEDIN,0
"King County, Washington","Washington County, Iowa",MOVEDOUT,6
"King County, Washington","Woodbury County, Iowa",MOVEDIN,0
"King County, Washington","Woodbury County, Iowa",MOVEDOUT,44
"King County, Washington","Butler County, Kansas",MOVEDIN,82
"King County, Washington","Butler County, Kansas",MOVEDOUT,5
"King County, Washington","Douglas County, Kansas",MOVEDIN,16
"King County, Washington","Douglas County, Kansas",MOVEDOUT,18
"King County, Washington","Ellis County, Kansas",MOVEDIN,6
"King County, Washington","Ellis County, Kansas",MOVEDOUT,0
"King County, Washington","Finney County, Kansas",MOVEDIN,0
"King County, Washington","Finney County, Kansas",MOVEDOUT,4
"King County, Washington","Harvey County, Kansas",MOVEDIN,0
"King County, Washington","Harvey County, Kansas",MOVEDOUT,13
"King County, Washington","Jackson County, Kansas",MOVEDIN,12
"King County, Washington","Jackson County, Kansas",MOVEDOUT,0
"King County, Washington","Johnson County, Kansas",MOVEDIN,203
"King County, Washington","Johnson County, Kansas",MOVEDOUT,78
"King County, Washington","Leavenworth County, Kansas",MOVEDIN,49
"King County, Washington","Leavenworth County, Kansas",MOVEDOUT,0
"King County, Washington","Montgomery County, Kansas",MOVEDIN,0
"King County, Washington","Montgomery County, Kansas",MOVEDOUT,91
"King County, Washington","Riley County, Kansas",MOVEDIN,18
"King County, Washington","Riley County, Kansas",MOVEDOUT,0
"King County, Washington","Rooks County, Kansas",MOVEDIN,0
"King County, Washington","Rooks County, Kansas",MOVEDOUT,5
"King County, Washington","Russell County, Kansas",MOVEDIN,0
"King County, Washington","Russell County, Kansas",MOVEDOUT,17
"King County, Washington","Saline County, Kansas",MOVEDIN,6
"King County, Washington","Saline County, Kansas",MOVEDOUT,7
"King County, Washington","Sedgwick County, Kansas",MOVEDIN,46
"King County, Washington","Sedgwick County, Kansas",MOVEDOUT,95
"King County, Washington","Shawnee County, Kansas",MOVEDIN,0
"King County, Washington","Shawnee County, Kansas",MOVEDOUT,11
"King County, Washington","Wyandotte County, Kansas",MOVEDIN,0
"King County, Washington","Wyandotte County, Kansas",MOVEDOUT,4
"King County, Washington","Anderson County, Kentucky",MOVEDIN,13
"King County, Washington","Anderson County, Kentucky",MOVEDOUT,0
"King County, Washington","Boyle County, Kentucky",MOVEDIN,9
"King County, Washington","Boyle County, Kentucky",MOVEDOUT,0
"King County, Washington","Bullitt County, Kentucky",MOVEDIN,0
"King County, Washington","Bullitt County, Kentucky",MOVEDOUT,41
"King County, Washington","Daviess County, Kentucky",MOVEDIN,0
"King County, Washington","Daviess County, Kentucky",MOVEDOUT,142
"King County, Washington","Fayette County, Kentucky",MOVEDIN,0
"King County, Washington","Fayette County, Kentucky",MOVEDOUT,26
"King County, Washington","Franklin County, Kentucky",MOVEDIN,0
"King County, Washington","Franklin County, Kentucky",MOVEDOUT,23
"King County, Washington","Jefferson County, Kentucky",MOVEDIN,214
"King County, Washington","Jefferson County, Kentucky",MOVEDOUT,43
"King County, Washington","Kenton County, Kentucky",MOVEDIN,0
"King County, Washington","Kenton County, Kentucky",MOVEDOUT,23
"King County, Washington","Madison County, Kentucky",MOVEDIN,25
"King County, Washington","Madison County, Kentucky",MOVEDOUT,0
"King County, Washington","Oldham County, Kentucky",MOVEDIN,0
"King County, Washington","Oldham County, Kentucky",MOVEDOUT,24
"King County, Washington","Warren County, Kentucky",MOVEDIN,0
"King County, Washington","Warren County, Kentucky",MOVEDOUT,6
"King County, Washington","Acadia Parish, Louisiana",MOVEDIN,0
"King County, Washington","Acadia Parish, Louisiana",MOVEDOUT,41
"King County, Washington","Ascension Parish, Louisiana",MOVEDIN,24
"King County, Washington","Ascension Parish, Louisiana",MOVEDOUT,0
"King County, Washington","Caddo Parish, Louisiana",MOVEDIN,36
"King County, Washington","Caddo Parish, Louisiana",MOVEDOUT,0
"King County, Washington","Calcasieu Parish, Louisiana",MOVEDIN,22
"King County, Washington","Calcasieu Parish, Louisiana",MOVEDOUT,0
"King County, Washington","East Baton Rouge Parish, Louisiana",MOVEDIN,0
"King County, Washington","East Baton Rouge Parish, Louisiana",MOVEDOUT,209
"King County, Washington","Grant Parish, Louisiana",MOVEDIN,0
"King County, Washington","Grant Parish, Louisiana",MOVEDOUT,11
"King County, Washington","Lafourche Parish, Louisiana",MOVEDIN,8
"King County, Washington","Lafourche Parish, Louisiana",MOVEDOUT,0
"King County, Washington","Lincoln Parish, Louisiana",MOVEDIN,0
"King County, Washington","Lincoln Parish, Louisiana",MOVEDOUT,6
"King County, Washington","Livingston Parish, Louisiana",MOVEDIN,16
"King County, Washington","Livingston Parish, Louisiana",MOVEDOUT,0
"King County, Washington","Madison Parish, Louisiana",MOVEDIN,0
"King County, Washington","Madison Parish, Louisiana",MOVEDOUT,8
"King County, Washington","Orleans Parish, Louisiana",MOVEDIN,67
"King County, Washington","Orleans Parish, Louisiana",MOVEDOUT,150
"King County, Washington","Ouachita Parish, Louisiana",MOVEDIN,9
"King County, Washington","Ouachita Parish, Louisiana",MOVEDOUT,0
"King County, Washington","Plaquemines Parish, Louisiana",MOVEDIN,0
"King County, Washington","Plaquemines Parish, Louisiana",MOVEDOUT,31
"King County, Washington","Rapides Parish, Louisiana",MOVEDIN,0
"King County, Washington","Rapides Parish, Louisiana",MOVEDOUT,28
"King County, Washington","Sabine Parish, Louisiana",MOVEDIN,0
"King County, Washington","Sabine Parish, Louisiana",MOVEDOUT,6
"King County, Washington","St. Tammany Parish, Louisiana",MOVEDIN,16
"King County, Washington","St. Tammany Parish, Louisiana",MOVEDOUT,38
"King County, Washington","Terrebonne Parish, Louisiana",MOVEDIN,27
"King County, Washington","Terrebonne Parish, Louisiana",MOVEDOUT,0
"King County, Washington","Aroostook County, Maine",MOVEDIN,0
"King County, Washington","Aroostook County, Maine",MOVEDOUT,9
"King County, Washington","Cumberland County, Maine",MOVEDIN,107
"King County, Washington","Cumberland County, Maine",MOVEDOUT,0
"King County, Washington","Franklin County, Maine",MOVEDIN,0
"King County, Washington","Franklin County, Maine",MOVEDOUT,4
"King County, Washington","Hancock County, Maine",MOVEDIN,0
"King County, Washington","Hancock County, Maine",MOVEDOUT,1
"King County, Washington","Kennebec County, Maine",MOVEDIN,0
"King County, Washington","Kennebec County, Maine",MOVEDOUT,3
"King County, Washington","Penobscot County, Maine",MOVEDIN,8
"King County, Washington","Penobscot County, Maine",MOVEDOUT,0
"King County, Washington","Sagadahoc County, Maine",MOVEDIN,0
"King County, Washington","Sagadahoc County, Maine",MOVEDOUT,31
"King County, Washington","Waldo County, Maine",MOVEDIN,0
"King County, Washington","Waldo County, Maine",MOVEDOUT,24
"King County, Washington","York County, Maine",MOVEDIN,7
"King County, Washington","York County, Maine",MOVEDOUT,51
"King County, Washington","Allegany County, Maryland",MOVEDIN,16
"King County, Washington","Allegany County, Maryland",MOVEDOUT,0
"King County, Washington","Anne Arundel County, Maryland",MOVEDIN,298
"King County, Washington","Anne Arundel County, Maryland",MOVEDOUT,58
"King County, Washington","Baltimore County, Maryland",MOVEDIN,178
"King County, Washington","Baltimore County, Maryland",MOVEDOUT,39
"King County, Washington","Frederick County, Maryland",MOVEDIN,84
"King County, Washington","Frederick County, Maryland",MOVEDOUT,66
"King County, Washington","Harford County, Maryland",MOVEDIN,62
"King County, Washington","Harford County, Maryland",MOVEDOUT,0
"King County, Washington","Howard County, Maryland",MOVEDIN,81
"King County, Washington","Howard County, Maryland",MOVEDOUT,93
"King County, Washington","Montgomery County, Maryland",MOVEDIN,162
"King County, Washington","Montgomery County, Maryland",MOVEDOUT,327
"King County, Washington","Prince George's County, Maryland",MOVEDIN,0
"King County, Washington","Prince George's County, Maryland",MOVEDOUT,40
"King County, Washington","Queen Anne's County, Maryland",MOVEDIN,0
"King County, Washington","Queen Anne's County, Maryland",MOVEDOUT,19
"King County, Washington","St. Mary's County, Maryland",MOVEDIN,26
"King County, Washington","St. Mary's County, Maryland",MOVEDOUT,0
"King County, Washington","Baltimore city, Maryland",MOVEDIN,201
"King County, Washington","Baltimore city, Maryland",MOVEDOUT,100
"King County, Washington","Barnstable County, Massachusetts",MOVEDIN,124
"King County, Washington","Barnstable County, Massachusetts",MOVEDOUT,13
